[00:00:00,000 --> 00:00:00,030] 
[00:00:00,030 --> 00:00:00,220] ¿
[00:00:00,220 --> 00:00:00,670] Qué
[00:00:00,670 --> 00:00:00,890] me
[00:00:00,890 --> 00:00:01,230] lle
[00:00:01,230 --> 00:00:01,670] ve
[00:00:01,670 --> 00:00:01,690] le
[00:00:01,690 --> 00:00:01,780] y
[00:00:01,780 --> 00:00:02,000] cu
[00:00:02,000 --> 00:00:02,210] á
[00:00:02,210 --> 00:00:02,560] les
[00:00:02,560 --> 00:00:02,900] son
[00:00:02,900 --> 00:00:03,230] tus
[00:00:03,230 --> 00:00:04,080] experien
[00:00:04,080 --> 00:00:04,590] cias
[00:00:04,590 --> 00:00:05,000] ?
[00:00:05,000 --> 00:00:05,290] ¿
[00:00:05,290 --> 00:00:05,590] Qué
[00:00:05,590 --> 00:00:05,820] pi
[00:00:05,820 --> 00:00:06,090] ens
[00:00:06,090 --> 00:00:06,290] as
[00:00:06,290 --> 00:00:06,850] sobre
[00:00:06,850 --> 00:00:06,970] el
[00:00:06,970 --> 00:00:07,570] aspect
[00:00:07,570 --> 00:00:07,660] o
[00:00:07,660 --> 00:00:08,000] ?
[00:00:08,000 --> 00:00:08,240] La
[00:00:08,240 --> 00:00:08,930] verdad
[00:00:08,930 --> 00:00:09,160] me
[00:00:09,160 --> 00:00:09,860] siento
[00:00:09,860 --> 00:00:10,090] un
[00:00:10,090 --> 00:00:10,630] poco
[00:00:10,630 --> 00:00:11,060] dece
[00:00:11,060 --> 00:00:11,140] p
[00:00:11,140 --> 00:00:11,600] cion
[00:00:11,600 --> 00:00:12,000] ada
[00:00:12,000 --> 00:00:12,290] porque
[00:00:12,290 --> 00:00:12,390] no
[00:00:12,390 --> 00:00:12,660] está
[00:00:12,660 --> 00:00:12,740] ab
[00:00:12,740 --> 00:00:12,920] ier
[00:00:12,920 --> 00:00:13,000] ta
[00:00:13,000 --> 00:00:13,000] ,
[00:00:13,000 --> 00:00:13,000] no
[00:00:13,000 --> 00:00:13,000] sé
[00:00:13,000 --> 00:00:13,000] .
[00:00:13,000 --> 00:00:13,480] No
[00:00:13,480 --> 00:00:13,880] podemos
[00:00:13,880 --> 00:00:14,160] ver
[00:00:14,160 --> 00:00:14,350] el
[00:00:14,350 --> 00:00:14,620] ch
[00:00:14,620 --> 00:00:14,730] an
[00:00:14,730 --> 00:00:15,110] ango
[00:00:15,110 --> 00:00:15,500] más
[00:00:15,500 --> 00:00:16,060] grande
[00:00:16,060 --> 00:00:16,260] de
[00:00:16,260 --> 00:00:16,560] Bol
[00:00:16,560 --> 00:00:17,000] ivia
[00:00:17,000 --> 00:00:17,000] .
[00:00:17,000 --> 00:00:17,120] ¿
[00:00:17,120 --> 00:00:17,240] Ch
[00:00:17,240 --> 00:00:17,360] an
[00:00:17,360 --> 00:00:17,600] ango
[00:00:17,600 --> 00:00:17,850] más
[00:00:17,850 --> 00:00:18,280] grande
[00:00:18,280 --> 00:00:18,340] de
[00:00:18,340 --> 00:00:18,520] Bol
[00:00:18,520 --> 00:00:18,890] ivia
[00:00:18,890 --> 00:00:19,000] ?
[00:00:19,000 --> 00:00:19,050] D
[00:00:19,050 --> 00:00:19,160] ic
[00:00:19,160 --> 00:00:19,270] en
[00:00:19,270 --> 00:00:19,490] más
[00:00:19,490 --> 00:00:19,830] grande
[00:00:19,830 --> 00:00:19,990] ,
[00:00:19,990 --> 00:00:20,110] por
[00:00:20,110 --> 00:00:20,330] ahí
[00:00:20,330 --> 00:00:20,620] hasta
[00:00:20,620 --> 00:00:20,770] af
[00:00:20,770 --> 00:00:20,780] u
[00:00:20,780 --> 00:00:21,030] era
[00:00:21,030 --> 00:00:21,420] ,
